class,code,name,prof,time,grade,score,number
전공핵심/전공일반,ESM3019-41,생산관리,권대일,월09:00-10:15【23219】 월10:30-11:45【23219】,3,4.14,92
전공핵심,ESM3026-41,응용통계및연습2,이호우,화18:00-19:15【26421】 목18:00-19:15【26421】,3,4.31,40
전공일반,ESM3056-41,CAD/제품정보관리및실습,노상도,화09:00-09:50【26511】 화10:00-10:50【26511】【1h(ON)+2h(OFF)】,3,4.15,9
전공일반,ESM3058-41,계량경영분석,신준석,목12:00-13:15【26421】【1.5h(ON)+1.5h(OFF)】,3,4.39,49
전공핵심,ESM3062-41,경영정보시스템및실습,손미애,수12:00-13:15【26515】【1.5h(ON)+1.5h(OFF)】,3,3.42,55
전공일반,ESM3081-41,데이터과학을위한프로그래밍,강석호,금12:00-13:15【22410】【1.5h(ON)+1.5h(OFF)】,3,4.75,83
전공일반,ESM3096-41,글로벌경영전략,전비호,화09:00-10:15【26421】 화10:30-11:45【26421】,3,4.75,14
전공(대학원)/전공,ESM4105-41,스마트품질관리,신완선,월18:00-19:15【26421】 월19:30-20:45【26421】,3,0,6
전공(대학원)/전공,ESM4110-41,스마트공장인턴십2,노상도,미지정,3,0,0
전공(대학원)/전공,ESM4111-41,데이터분석과기계학습,강석호,월12:00-13:15【26421】 월13:30-14:45【26421】,3,0,19
전공(대학원)/전공,ESM4118-41,응용프로그래밍-커머스광고기술(AdTech)실습,박장호,월18:00-19:15【26511】【1.5h(ON)+1.5h(OFF)】,3,0,7
전공일반,EAM2008-41,에너지신소재학,원병묵,월16:30-17:45【26311】 수15:00-16:15【26311】,3,0,6
전공핵심,EAM2042-41,재료열역학1,김명길,월10:30-11:45【26311】 수09:00-10:15【26311】,3,4.21,60
전공핵심,EAM2042-42,재료열역학1,김윤석,월12:00-13:15【26311】 수13:30-14:45【26311】,3,4.14,71
전공핵심,EAM2042-43,재료열역학1,하마드코티바,화16:30-17:45【26311】 목15:00-16:15【26311】,3,4.89,51
전공핵심,EAM2058-41,신소재공학개론2,강주훈,화09:00-10:15【22110】 목10:30-11:45【22110】,3,4.97,79
전공핵심,EAM2058-42,신소재공학개론2,김미소,화09:00-10:15【26311】 목10:30-11:45【26311】,3,4.71,76
전공핵심,EAM2058-43,신소재공학개론2,윤대호,화16:30-17:45【26108】 목15:00-16:15【26108】,3,3.29,28
실험실습,EAM2061-41,신소재공학실험,김명길,월18:00-18:50【26108】 월19:00-19:50【26108】 월20:00-20:50【26108】 월21:00-21:45【26108】 월21:45-22:30【26108】 월22:30-23:15【26108】,3,4.2,36
실험실습,EAM2061-42,신소재공학실험,윤정호,월18:00-18:50【26110】 월19:00-19:50【26110】 월20:00-20:50【26110】 수21:00-21:45【26110】 수21:45-22:30【26110】 수22:30-23:15【26110】,3,0,29
실험실습,EAM2061-43,신소재공학실험,이보람,월21:00-21:45【26311】 월21:45-22:30【26311】 월22:30-23:15【26311】 수18:00-18:50【26311】 수19:00-19:50【26311】 수20:00-20:50【26311】,3,0,25
전공핵심,EAM3003-41,상변태학,구종민,월10:30-11:45【26505】 수09:00-10:15【26505】,3,0,64
전공핵심,EAM3003-42,상변태학,구종민,화12:00-13:15【26311】 목13:30-14:45【26311】,3,2.33,76
전공일반,EAM3027-41,고체물성론,이재찬,월16:30-17:45【26108】 수15:00-16:15【26108】,3,3.77,20
전공일반,EAM3063-42,에너지전기화학,김병훈,화13:30-14:45【26311】 목12:00-13:15【26311】,3,0,46
전공핵심,EAM3078-41,신소재종합설계,이재찬,금09:00-10:15【26108】 금10:30-11:45【26108】,3,4.33,31
전공핵심,EAM3078-42,신소재종합설계,조형균,금12:00-13:15【26108】 금13:30-14:45【26108】,3,0,14
전공일반,EAM3082-41,광전자소자,이보람,화15:00-16:15【26311】 목16:30-17:45【26311】,3,0,33
실험실습,EAM3089-41,신소재공정실험,김정구,화18:00-18:50【26108】 화19:00-19:50【26108】 화20:00-20:50【26108】 목21:00-21:45【26108】 목21:45-22:30【26108】 목22:30-23:15【26108】,3,0,20
실험실습,EAM3089-42,신소재공정실험,최재영,화18:00-18:50【26311】 화19:00-19:50【26311】 화20:00-20:50【26311】 목21:00-21:45【26311】 목21:45-22:30【26311】 목22:30-23:15【26311】,3,2.71,11
실험실습,EAM3089-43,신소재공정실험,이정헌,화21:00-21:45【26108】 화21:45-22:30【26108】 화22:30-23:15【26108】 목18:00-18:50【26108】 목19:00-19:50【26108】 목20:00-20:50【26108】,3,3.33,27
전공(대학원)/전공,EAM4018-41,전자전기재료,윤대호,목12:00-13:15【26110】 목13:30-14:45【26110】,3,0,0
전공(대학원)/전공,EAM4020-41,유기고분자재료,임병권,수12:00-13:15【26110】 수13:30-14:45【26110】,3,0,2
전공일반,EEE3009-41,디스플레이공학,송장근,월16:30-17:45【21534】 수15:00-16:15【21534】,3,3.96,48
전공핵심/전공일반,EEE2013-41,전자회로1,최병덕,화13:30-14:45【22410】 목12:00-13:15【22410】,3,2.42,65
전공일반,ECH3066-41,전지공학입문,박호석,월13:30-14:45【26502】 수12:00-13:15【26502】,3,3.48,20
전공일반,COS2042-01,한국성리학의논쟁들,이원준,월15:00-16:15【31308】 수16:30-17:45【31308】,3,2.9,16
전공일반,IKS2026-01,한국정치문화의이해,배항섭,수13:30-14:45【9B301】【1.5h(ON)+1.5h(OFF)】,3,4.33,31
전공핵심,IKS2030-01,한국학특강,박형진,월10:30-11:45【9B301】【1.5h(ON)+1.5h(OFF)】,3,5,40
전공핵심,IKS2036-01,한국기담의사회학,김영죽,목10:30-11:45【9B320】【1.5h(ON)+1.5h(OFF)】,3,4.57,40
전공핵심,IKS2041-01,한국사의새로운이해,김이경,목12:00-13:15【9B320】【1.5h(ON)+1.5h(OFF)】,3,4.75,32
전공핵심,IKS2044-01,한류와한국대중문화,장영은,화16:30-17:45【9B301】【1.5h(ON)+1.5h(OFF)】,3,0,32
전공핵심,IKS2045-01,한국전통미술과동아시아,원세진,수16:30-17:45【31603】【1.5h(ON)+1.5h(OFF)】,3,0,30
전공일반,IKS3015-01,한국현대문학과사회,이용범,금10:30-11:45【9B320】【1.5h(ON)+1.5h(OFF)】,3,4,28
전공핵심,IKS3017-01,생태와문화,박시언,목15:00-16:15【9B301】【1.5h(ON)+1.5h(OFF)】,3,5,37
전공핵심,IKS3018-01,한국무형문화유산의이해,김지영,목13:30-14:45【9B301】【1.5h(ON)+1.5h(OFF)】,3,0,12
전공핵심,IKS3020-01,전근대동아시아의국제질서와한국,고은미,화15:00-16:15【9B301】 목16:30-17:45【9B301】,3,0,27
전공일반,IKS3022-01,동아시아의여행인문학,양영옥,월09:00-10:15【9B301】 수10:30-11:45【9B301】,3,0,31
전공일반,IKS3023-01,뉴스로읽는한국과중국사이,왕철,금15:00-16:15【9B320】 금16:30-17:45【9B320】,3,0,23
전공핵심,IKS3024-01,동아시아의주요사건과영상언어,손성준,수12:00-13:15【9B320】【1.5h(ON)+1.5h(OFF)】,3,0,33
전공일반,IKS3025-01,사건과인물로본20세기이후동아시아,유석환,월15:00-16:15【9B301】 수16:30-17:45【9B301】,3,0,29
전공핵심,IKS3026-01,아시아여성의역사와문학예술,황지현,화10:30-11:45【9B320】【1.5h(ON)+1.5h(OFF)】,3,0,28
전공핵심,IKS3027-01,전쟁과여성그리고평화,임우경,월16:30-17:45【9B301】 수15:00-16:15【9B301】,3,0,29
전공핵심,IKS3028-01,한국대중가요이야기,허요한,월09:00-10:15【9B320】 수10:30-11:45【9B320】,3,0,31
전공핵심,PSD2013-01,한국정치론,이정진,수18:00-19:15【61703】 수19:30-20:45【61703】,3,4.57,74
전공일반,HIS2004-01,한국근대사,김영진,목18:00-19:15【31703】 목19:30-20:45【31703】,3,4.67,10
전공일반,SOC3009-01,경제사회학,김승진,화10:30-11:45【62705】 목09:00-10:15【62705】,3,5,17
전공핵심,CLA2002-01,동아시아고전학입문,한영규,금15:00-16:15【31507】 금16:30-17:45【31507】,3,0,18
전공일반,COS3042-01,유가고전영어강독,김도일,화09:00-10:15【31409】 화10:30-11:45【31409】,3,4.74,26
전공일반,ENG3009-01,영미여성문학,정연식,월13:30-14:45【31607】 수12:00-13:15【31607】,3,4.37,52
전공핵심,KLC2016-01,중급한문,이성민,월15:00-16:15【31706】 수16:30-17:45【31706】,3,4.42,5
전공일반,KLC3021-01,동아시아의한문학,김용태,목15:00-15:50【31606】 목16:00-16:50【31606】【1h(ON)+2h(OFF)】,3,0,24
전공일반,KLC3033-01,한문고전과디지털인문학,임영길,월16:30-17:45【31404】 수15:00-16:15【31404】,3,4,8
전공핵심,LIT2001-01,동양고전문헌학개론,김영진,월15:00-16:15【31512】 수16:30-17:45【31512】,3,1.75,2
전공핵심,LIT2002-01,희랍어독해연습,김태경,금09:00-10:15【31409】 금10:30-11:45【31409】,3,4.17,13
전공핵심,CCS2022-01,재난서사비교탐구,임태훈,금12:00-13:15【31605】 금13:30-14:45【31605】,3,4.38,43
전공일반,CCS3010-01,영화이론과비평,박희태,화10:30-11:45【31512】【1.5h(ON)+1.5h(OFF)】,3,4.72,40
전공일반,CCS3014-01,소수자문학과디아스포라문화읽기,전성규,월09:00-10:15【31605】 월10:30-11:45【31605】,3,5,24
전공핵심,CCS3015-01,동시대문화의쟁점비교탐색,신정환,수12:00-13:15【31507】【1.5h(ON)+1.5h(OFF)】,3,0,46
전공핵심,CCS3016-01,비교여성사입문,장영은,목16:30-17:45【31507】【1.5h(ON)+1.5h(OFF)】,3,0,3
전공일반,CLA3106-01,번역으로읽는한국문학과동아시아문학,이종호,화12:00-13:15【31507】 목13:30-14:45【31507】,3,3.43,34
전공핵심,DKL2008-01,현대문학사,천정환,화16:30-17:45【31609】 목15:00-16:15【31609】,3,4.45,38
전공핵심,DKL2022-01,국어의단어와형태,노명희,월15:00-16:15【31507】【1.5h(ON)+1.5h(OFF)】,3,0,24
전공핵심,DKL2022-02,국어의단어와형태,곽유석,수16:30-17:45【31606】【1.5h(ON)+1.5h(OFF)】,3,0,27
전공일반,DKL3006-01,고전소설론,이지하,화12:00-13:15【31604】 목13:30-14:45【31604】,3,4.44,26
전공일반,DKL3009-01,현대소설론,임태훈,월18:00-19:15【31606】 월19:30-20:45【31606】,3,5,31
전공일반,DKL3010-01,현대비평론,황호덕,목09:00-10:15【31605】 목10:30-11:45【31605】,3,4.5,14
전공일반,DKL3012-01,소설창작연습,허준행,월16:30-17:45【31609】 수15:00-16:15【31609】,3,0,25
전공일반,DKL3017-02,비교문학.문화론,강부원,수09:00-10:15【31605】 수10:30-11:45【31605】,3,4.6,48
전공일반,DKL3030-01,한국한문학의이해,한영규,화15:00-16:15【31609】 목16:30-17:45【31609】,3,4.25,8
전공일반,DKL3045-01,현대여성문학론,이혜령,수09:00-10:15【31607】 수10:30-11:45【31607】,3,4.8,34
전공일반,DKL3051-01,국어의역사,하정수,월10:30-11:45【31609】 수09:00-10:15【31609】,3,0,8
전공핵심,DKL3052-01,국어의어휘와의미,정희창,화13:30-14:45【31705】【1.5h(ON)+1.5h(OFF)】,3,0,30
전공핵심,DKL3052-02,국어의어휘와의미,이금희,화13:30-14:45【31703】 목12:00-13:15【31703】,3,0,19
전공일반,DKL3053-01,언어와사회,정희창,화15:00-16:15【31607】【1.5h(ON)+1.5h(OFF)】,3,0,46
전공일반,DKL3057-01,한국고전소설의수용과재생산,이지하,화15:00-16:15【31402】 목16:30-17:45【31402】,3,0,9
전공(대학원)/전공,DKL4007-01,현대문학연구방법론,황호덕,화12:00-13:15【31301】 화13:30-14:45【31301】,3,0,6
전공(대학원)/전공,DKL4085-01,현대시인론연구,김수림,수12:00-13:15【31302】 수13:30-14:45【31302】,3,0,2
전공일반,GCC2014-01,글로컬문화정치와한류,천정환,화13:30-14:45【31503】 목12:00-13:15【31503】,3,0,19
전공일반,GCC3018-01,게임과현실,신현우,화18:00-19:15【31606】 화19:30-20:45【31606】,3,4.13,17
전공핵심,GCC3022-01,소수자·테크놀로지·미디어공간,이해수,목18:00-19:15【31606】 목19:30-20:45【31606】,3,0,8
전공핵심,GCC3023-01,웹소설현장의이해,이융희,금09:00-10:15【31507】 금10:30-11:45【31507】,3,0,20
전공핵심,GCC3024-01,디지털트랜스포메이션과서사환경,최연진,화15:00-16:15【31703】 목16:30-17:45【31703】,3,0,5
전공핵심,JAP2025-01,일본현대예술의이해,박형진,월16:30-17:45【31703】 수15:00-16:15【31703】,3,4.8,34
전공일반,JAP3028-01,일본문화와영화,이영재,화09:00-10:15【31706】 화10:30-11:45【31706】,3,4.59,12
전공일반,JAP3029-01,일본현대문학탐구,주미애,금12:00-13:15【31302】 금13:30-14:45【31302】,3,0,7
전공일반,JAP3032-01,일본어로읽는일본사회,김영남,금12:00-13:15【31602】 금13:30-14:45【31602】,3,0,4
전공일반,KLC2011-01,역대한시선독2,신태영,금15:00-16:15【31508B】 금16:30-17:45【31508B】,3,0,4
전공일반,DSC3002-01,데이터시각화실습,심원식,목16:30-17:45【31709】【1.5h(ON)+1.5h(OFF)】,3,4.45,48
전공일반,GCC3016-01,출판문화콘텐츠와책만들기,이용희,금12:00-13:15【31609】 금13:30-14:45【31609】,3,5,11
전공핵심,HFS2002-01,포스트휴먼과미래기획,김연순,금15:00-15:50【31306B】 금16:00-16:50【31306B】【1h(ON)+2h(OFF)】,3,3.32,36
전공일반,HFS3002-01,미래디자인과인문학,김화자,목19:00-19:50【31405】 목20:00-20:50【31405】【1h(ON)+2h(OFF)】,3,3.36,4
전공일반,HFS3004-01,장소의미래와인문학,민규홍,수09:00-10:15【31508B】 수10:30-11:45【31508B】,3,5,35
전공일반,HIS3005-01,한국현대의정치와사회,오제연,월15:00-16:15【31606】【1.5h(ON)+1.5h(OFF)】,3,4.89,68
전공핵심,GER2008-01,드라마와사회,이숙경,월16:30-17:45【31606】 수15:00-16:15【31606】,3,3.21,25
전공핵심,GER2009-01,서정시의감상과이해,박미리,화15:00-16:15【31605】 목16:30-17:45【31605】,3,3.86,42
전공핵심,GER2028-01,독일학을위한독어연습II,홍미경,월12:00-13:15【31507】【1.5h(ON)+1.5h(OFF)】,3,5,12
전공핵심,GER2028-02,독일학을위한독어연습II,조일,수13:30-14:45【31507】【1.5h(ON)+1.5h(OFF)】,3,4.76,27
전공핵심,GER2035-01,독일어중급독해,이숙현,금12:00-13:15【31702】 금13:30-14:45【31702】,3,5,19
전공핵심,GER3020-01,전공심화독문법,김근혜,화10:30-11:45【31503】 목09:00-10:15【31503】,3,0,9
전공핵심,GER3020-02,전공심화독문법,홍이정,화10:30-11:45【31606】【1.5h(ON)+1.5h(OFF)】,3,4.18,21
전공핵심,GER3025-01,독어학개론II,홍문표,월12:00-13:15【31603】 수13:30-14:45【31603】,3,3.97,41
전공일반,GER3035-01,68운동과독일대안문화,김연순,목15:00-16:15【31507】【1.5h(ON)+1.5h(OFF)】,3,0,16
전공핵심,GER3036-01,20세기독문학연습,이호성,화12:00-13:15【31302】 목13:30-14:45【31302】,3,4.67,15
전공(대학원)/전공,GER4009-01,니힐리즘페시미즘데카당스멜랑콜리,이성주,금15:00-16:15【31311】 금16:30-17:45【31311】,3,5,11
전공핵심,ILI2001-01,기계번역과언어학,김성묵,금15:00-16:15【31604】 금16:30-17:45【31604】,3,2.03,7
전공핵심,RUS2002-01,초급러시아어2,권경준,화13:30-14:45【31608】 목12:00-13:15【31608】,3,4.26,14
전공일반,RUS2004-01,초급러시아어회화2,포포바에카테리나블라지미로브나,화09:00-10:15【31608】 목10:30-11:45【31608】,3,4.2,9
전공핵심,RUS2007-01,중급러시아어2,이형구,월15:00-16:15【31608】【1.5h(ON)+1.5h(OFF)】,3,4.29,16
전공핵심,RUS2009-01,중급러시아어회화2,포포바에카테리나블라지미로브나,화13:30-14:45【31602】 목12:00-13:15【31602】,3,0,5
전공일반,RUS2021-01,러시아역사의이해,오종우,월16:30-17:45【31603】【1.5h(ON)+1.5h(OFF)】,3,4.47,47
전공핵심,RUS2022-01,러시아인의언어와세계,권경준,수09:00-10:15【31512】 수10:30-11:45【31512】,3,4.4,8
전공핵심,RUS3021-01,20세기러시아문학과사회,이형구,목15:00-16:15【31512】【1.5h(ON)+1.5h(OFF)】,3,4.12,30
전공일반,RUS3032-01,포스트소비에트문학과사회,이규영,금12:00-13:15【31503】 금13:30-14:45【31503】,3,0,25
전공일반,RUS3039-01,러시아문학과사상,이규영,금18:00-19:15【31604】 금19:30-20:45【31604】,3,0,18
전공일반,RUS3050-01,토르플러시아어,포포바에카테리나블라지미로브나,월12:00-13:15【31703】 수13:30-14:45【31703】,3,0,14
전공(대학원)/전공,RUS4009-01,러시아작가세미나1,서선정,화18:00-19:15【31301】 화19:30-20:45【31301】,3,0,3
전공핵심,COM3006-01,컴퓨터네트워크,안성진,화13:30-14:45【50213】 목12:00-13:15【50213】,3,4.06,32
전공핵심,COM3006-02,컴퓨터네트워크,안성진,화12:00-13:15【50411】 목13:30-14:45【50411】,3,4.06,19
전공핵심,DSC2004-01,데이터사이언스와파이썬,김영미,목09:00-10:15【31305】 목10:30-11:45【31305】,3,1.5,8
전공핵심,DSC2009-01,데이터사이언스와수학2,엄태관,화18:00-19:15【31704】 화19:30-20:45【31704】,3,4.58,40
전공핵심,DSC2013-01,데이터사이언스와컴퓨팅2,안용학,금18:00-19:15【31709】 금19:30-20:45【31709】,3,4.67,11
전공핵심,DSC2016-01,데이터윤리와사회적영향,가야트리나다라잔,수18:00-18:50【9B312】 수19:00-19:50【9B312】【1h(ON)+2h(OFF)】,3,4,25
전공일반,DSC3009-01,데이터마이닝실습,정미나,금09:00-10:15【31709】 금10:30-11:45【31709】,3,0,2
전공핵심,DSC3011-01,응용머신러닝,정미나,금12:00-13:15【31709】 금13:30-14:45【31709】,3,2.62,1
전공핵심,DSC3033-01,딥러닝2:자연어처리,가야트리나다라잔,월16:30-17:45【31709】 수15:00-16:15【31709】,3,3,28
전공핵심,LIS2013-01,고전자료의이해1,윤현정,월15:00-16:15【31703】 수16:30-17:45【31703】,3,4.49,55
전공핵심,LIS2016-01,정보분류론,차현주,화10:30-11:45【31604】【1.5h(ON)+1.5h(OFF)】,3,3.88,56
전공일반,LIS3001-01,도서및도서관사,차현주,화13:30-14:45【미지정】 목12:00-13:15【미지정】,3,4.59,60
전공일반,LIS3006-01,공공도서관경영론,변제연,금12:00-13:15【31507】 금13:30-14:45【31507】,3,0,57
전공일반,LIS3032-01,학교도서관.미디어센터경영론,이승길,목18:00-19:15【31707】 목19:30-20:45【31707】,3,3.21,23
전공핵심,LIS3047-01,정보분석기초,심원식,목13:30-14:45【31305】【1.5h(ON)+1.5h(OFF)】,3,4.5,39
전공일반,PHL3033-01,응용현상학,박혜윤,목18:00-19:15【31706】 목19:30-20:45【31706】,3,4.5,41
전공일반,PHL3043-01,미래과학기술철학,문종만,금15:00-16:15【31607】 금16:30-17:45【31607】,3,0,13
전공핵심,SWF2002-01,인간행동과사회환경,이혁구,화15:00-16:15【61604】 목16:30-17:45【61604】,3,3.36,26
전공일반,FRE3020-01,프랑스문학과신화,강희석,화15:00-16:15【31512】 목16:30-17:45【31512】,3,4.62,20
전공일반,HIS2002-01,고려시대사,박재우,화15:00-16:15【31503】 목16:30-17:45【31503】,3,4.59,30
전공일반,HIS2012-01,서양현대사의이해,나혜심,월09:00-10:15【31603】 월10:30-11:45【31603】,3,4.49,22
전공핵심,HIS2017-01,동양사사료강독,김진,수09:00-10:15【31703】 수10:30-11:45【31703】,3,0,57
전공일반,HIS3001-01,한국고대의사상과문화,한영화,화09:00-10:15【31707】 화10:30-11:45【31707】,3,5,32
전공일반,HIS3003-01,조선시대의사회와사상,조성산,월16:30-17:45【31706】 수15:00-16:15【31706】,3,5,49
전공일반,HIS3018-01,아시아사탐구,김현경,화13:30-14:45【31609】 목12:00-13:15【31609】,3,0,21
전공일반,HIS3030-01,한국고고학,박해운,수18:00-19:15【31506】 수19:30-20:45【31506】,3,4.19,23
전공일반,HIS3045-01,민주주의와공화주의지성사,김민철,금12:00-13:15【31406】 금13:30-14:45【31406】,3,0,5
전공일반,PHL3036-01,고·중세철학특강,이기백,월18:00-19:15【31507】【1.5h(ON)+1.5h(OFF)】,3,4.5,43
전공핵심,ENG2006-01,영문학개관2,안상연,화10:30-11:45【31603】【1.5h(ON)+1.5h(OFF)】,3,4.79,53
전공핵심,ENG2010-01,영문법의이해,정지영,금12:00-13:15【31703】 금13:30-14:45【31703】,3,4.23,65
전공일반,ENG2017-01,미국문학개관2,정연식,월12:00-13:15【31609】 수13:30-14:45【31609】,3,4.13,38
전공일반,ENG2018-01,영미산문의이해,안상연,화15:00-16:15【31603】【1.5h(ON)+1.5h(OFF)】,3,0,59
전공일반,ENG2022-01,아동문학,임지원,월09:00-10:15【31607】 월10:30-11:45【31607】,3,0,32
전공일반,ENG2024-01,영미시특강,션노르만딘,목10:00-10:50【31603】 목11:00-11:50【31603】【1h(ON)+2h(OFF)】,3,0,50
전공핵심,ENG2025-01,언어데이터과학,장하연,월13:30-14:45【31507】【1.5h(ON)+1.5h(OFF)】,3,0,20
전공일반,ENG3019-01,언어습득과영어교육,정효진,금15:00-16:15【31603】【1.5h(ON)+1.5h(OFF)】,3,0,34
전공일반,ENG3043-01,드라마특강,김유,목13:30-14:45【31606】【1.5h(ON)+1.5h(OFF)】,3,3.36,61
전공일반,ENG3060-01,포스트휴먼시대의영미문학,황정숙,수15:00-16:15【31507】【1.5h(ON)+1.5h(OFF)】,3,4.13,35
전공일반,ENG3066-01,탈식민주의문학과이론,이지은,목09:00-10:15【31507】 목10:30-11:45【31507】,3,0,3
전공일반,ENG3067-01,심리언어학입문,김나연,금13:30-14:45【31604】【1.5h(ON)+1.5h(OFF)】,3,4.82,22
전공일반,ENG3077-01,디지털문학,션노르만딘,수10:00-10:50【31603】 수11:00-11:50【31603】【1h(ON)+2h(OFF)】,3,0,24
전공일반,ENG3078-01,SF문학,정나리,화16:30-17:45【31703】 목15:00-16:15【31703】,3,0,38
전공(대학원)/전공,ENG4034-01,디지털인문학입문,이지은,금10:00-10:50【31603】 금11:00-11:50【31603】【1h(ON)+2h(OFF)】,3,0,4
전공(대학원)/전공,ENG4035-01,게임이론과영문학,박지혜,목15:00-16:15【31702】 목16:30-17:45【31702】,3,0,2
전공일반,ILI3006-01,언어와심리,문정원,금12:00-13:15【31508B】 금13:30-14:45【31508B】,3,4.75,39
전공핵심,KLC2015-01,초급한문2,강지희,목18:00-19:15【31507】 목19:30-20:45【31507】,3,0,21
전공핵심,CHI2008-01,중급중어강독2,김호,수13:30-14:45【31508B】【1.5h(ON)+1.5h(OFF)】,3,3.73,21
전공핵심,CHI2008-02,중급중어강독2,김윤자,화15:00-16:15【31608】 목16:30-17:45【31608】,3,3.67,17
전공핵심,CHI2017-01,기초중국고문,변형우,월16:30-17:45【31605】 수15:00-16:15【31605】,3,3.22,30
전공핵심,CHI2020-01,중국근대문학사,남종진,화15:00-16:15【31604】 목16:30-17:45【31604】,3,4.47,58
전공일반,CHI2022-01,중국어학특강,이정심,화13:30-14:45【31605】 목12:00-13:15【31605】,3,5,22
전공핵심,CHI2024-01,중문법,변형우,월13:30-14:45【31605】 수12:00-13:15【31605】,3,3.55,40
전공핵심,CHI2025-01,초급중어강독,김보영,월10:30-11:45【31507】 수09:00-10:15【31507】,3,4.59,24
전공핵심,CHI2026-01,중국어문형연습,조은정,월16:30-17:45【31604】 수15:00-16:15【31604】,3,4.05,33
전공핵심,CHI2027-01,초급중회화,김선희,화12:00-13:15【31602】 목13:30-14:45【31602】,3,4.32,13
전공핵심,CHI2028-01,중급중회화,왕수향,월12:00-13:15【31602】 수13:30-14:45【31602】,3,2.75,19
전공일반,CHI3023-01,고급중어강독,김경동,목18:00-19:15【31402】 목19:30-20:45【31402】,3,2.82,17
전공일반,CHI3035-01,시사문강독,이정심,화16:30-17:45【31605】 목15:00-16:15【31605】,3,4.71,14
전공일반,CHI3036-01,중국고전과인문학,김금남,수10:30-11:45【31402】【1.5h(ON)+1.5h(OFF)】,3,3.4,7
전공일반,CHI3038-01,중국명시감상,김경동,금12:00-13:15【33405】 금13:30-14:45【33405】,3,2.63,2
전공일반,CHI3041-01,중국역대산문감상,남종진,화16:30-17:45【31604】 목15:00-16:15【31604】,3,5,45
전공일반,CHI3042-01,중국현대문학명저감상,조영경,수16:30-17:45【31507】【1.5h(ON)+1.5h(OFF)】,3,0,22
전공일반,CHI3043-01,중국현대문학사,김연수,월13:30-14:45【31604】 수12:00-13:15【31604】,3,0,21
전공핵심,PHL2008-01,현대영미철학사,이정규,월15:00-16:15【31607】 수16:30-17:45【31607】,3,5,33
전공일반,PHL3001-01,고급논리학,이정규,월16:30-17:45【31607】【1.5h(ON)+1.5h(OFF)】,3,4.73,37
전공일반,PHL3004-01,칸트철학,박필배,금18:00-19:15【31507】 금19:30-20:45【31507】,3,3.94,28
전공일반,PHL3010-01,심리철학,오은영,금12:00-13:15【31706】 금13:30-14:45【31706】,3,4.05,30
전공일반,PHL3035-01,과학철학특강,남기혁,화12:00-13:15【31308】 목13:30-14:45【31308】,3,0,19
전공일반,PHL3040-01,문화철학특강,이성준,금13:30-14:45【31306B】【1.5h(ON)+1.5h(OFF)】,3,3,7
전공일반,PHL3042-01,영미철학연구,최동호,화18:00-19:15【31703】 화19:30-20:45【31703】,3,4.5,13
전공(대학원)/전공,PHL4005-01,언어철학,남기혁,화13:30-14:45【31707】 목12:00-13:15【31707】,3,0,18
전공핵심,FRE2003-01,프랑스어작문2,노윤채,화12:00-13:15【31607】 목13:30-14:45【31607】,3,4.47,15
전공핵심,FRE2010-01,프랑스문학사2,노란,월15:00-16:15【31609】 수16:30-17:45【31609】,3,4.67,36
전공핵심,FRE2017-01,프랑스어회화1b,엘로이즈뫼르,월13:00-13:50【31503】 월14:00-14:50【31503】 수13:00-13:50【31503】 수14:00-14:50【31503】,3,0,10
전공일반,FRE3003-01,시사프랑스어,김병욱,목09:00-10:15【31703】 목10:30-11:45【31703】,3,4.55,7
전공일반,FRE3019-01,프랑스문학과영화,앙트완코폴라,월12:00-13:15【31607】 수13:30-14:45【31607】,3,0,26
전공일반,FRE3023-01,프랑스사회문화토픽,정지용,화16:30-17:45【31503】 목15:00-16:15【31503】,3,4.4,22
전공일반,FRE3028-01,프랑스지방문화,김인식,월16:30-17:45【31503】 수15:00-16:15【31503】,3,4.37,21
전공일반,FRE3043-01,프랑스영화와문화콘텐츠,앙트완코폴라,월13:30-14:45【31703】 수12:00-13:15【31703】,3,4.23,21
전공핵심,FRE3047-01,프랑스문화정책,박희태,수09:00-10:15【31503】 수10:30-11:45【31503】,3,4.57,37
전공핵심,KLC2002-01,사서강독2,김용태,화13:30-14:45【31302】 목12:00-13:15【31302】,3,4.5,16
전공핵심,KLC2018-01,조선한문학사,김영진,화12:00-13:15【31707】 목13:30-14:45【31707】,3,0,7
전공일반,KLC3004-01,한국한시미학,장유승,수12:00-13:15【31603】【1.5h(ON)+1.5h(OFF)】,3,4.8,30
전공일반,KLC3019-01,한문번역연습,이승용,목09:00-10:15【31607】 목10:30-11:45【31607】,3,0,12
전공핵심,KLC3029-01,역대산문선독,김용태,수12:00-12:50【31311】 수13:00-13:50【31311】【1h(ON)+2h(OFF)】,3,0,5
전공일반,KLC3031-01,동아시아고전학세미나,김보성,수13:30-14:45【31605】【1.5h(ON)+1.5h(OFF)】,3,0,27
전공핵심,KLC3034-01,한양의역사와문화,김영진,금12:00-13:15【31512】 금13:30-14:45【31512】,3,0,28
전공핵심,COE2001-01,지능정보사회와AI윤리,안성진,월09:00-10:15【50411】 월10:30-11:45【50411】,3,4.1,89
전공핵심,EDU2004-01,교육철학,유재봉,목12:00-13:15【50305】【1.5h(ON)+1.5h(OFF)】,3,3.38,28
