class,code,name,prof,time,grade,score,number
전공일반,CNT3060-01,AI와스토리텔링,이선희,목18:00-19:15【70527】 목19:30-20:45【70527】,3,4,41
전공,CNT3064-01,문화콘텐츠와팬덤,이종명,월12:00-13:15【70527】【1.5h(ON)+1.5h(OFF)】,3,0,43
전공일반,DSC3037-01,관계형데이터베이스,가야트리나다라잔,월13:30-14:45【31305】 수12:00-13:15【31305】,3,3.5,8
전공일반,CHY3025-41,고분자화학,송창식,월12:00-13:15【330126】 수13:30-14:45【330126】,3,4.13,38
전공핵심,EEE2006-41,물리전자,이재형,화09:00-10:15【22211】 목10:30-11:45【22211】,3,3.05,42
전공핵심,EEE2006-42,물리전자,김길호,화09:00-10:15【21534】 목10:30-11:45【21534】,3,3.11,47
전공핵심,EEE2006-43,물리전자,송장근,화09:00-10:15【21502】 목10:30-11:45【21502】,3,4.59,52
전공핵심,EEE2006-44,물리전자,유우종,목10:30-11:45【21514】【1.5h(ON)+1.5h(OFF)】,3,4.52,54
전공핵심,EEE2006-45,물리전자,오새룬터,월13:30-14:45【400118】 수12:00-13:15【400118】,3,0,75
전공,ESC2001-41,에너지과학개론,한혁수,【모듈B】화12:00-13:15【86126】 목13:30-14:45【86126】,3,0,32
전공(대학원)/전공,ESC4003-41,양자전자소자,임성주,수09:00-10:15【86108】 수10:30-11:45【86108】,3,0,0
전공(대학원)/전공,ESC4005-41,고급양자점소재와소자,정소희,월15:00-16:15【86106】 월16:30-17:45【86106】,3,0,1
전공(대학원)/전공,ESC4009-41,나노와광학,김정용,목15:00-16:15【86106】 목16:30-17:45【86106】,3,0,4
전공(대학원)/전공,ESC4014-41,전자재료및소자개론,명창우,금12:00-13:15【86106】 금13:30-14:45【86106】,3,0,0
전공(대학원)/전공,ESC4018-41,에너지소재기초및응용,김성웅,수12:00-13:15【86108】 수13:30-14:45【86108】,3,0,2
전공(대학원)/전공,ESC4019-41,페로브스카이트소재와광전자소자,정재기,월15:00-16:15【86108】 월16:30-17:45【86108】,3,0,3
전공(대학원)/전공,PHY4019-41,고체물리1,김영국,화09:00-10:15【31214】 목10:30-11:45【31214】,3,4.71,29
전공핵심,SWE3003-41,데이터베이스개론,남범석,화16:30-17:45【26310】 목15:00-16:15【26310】,3,4.05,87
전공핵심,SWE3004-41,운영체제,서의성,월12:00-13:15【85613】 수13:30-14:45【85613】,3,4.58,61
전공핵심,SWE3004-42,운영체제,엄영익,화12:00-13:15【26310】【1.5h(ON)+1.5h(OFF)】,3,4.82,77
전공핵심,SWE3006-41,프로그래밍언어,한환수,목16:30-17:45【85602】【1.5h(ON)+1.5h(OFF)】,3,4.18,67
전공핵심,SWE3006-42,프로그래밍언어,타메르,화10:30-11:45【26310】 목09:00-10:15【26310】,3,4.47,79
전공핵심,SWE3022-41,컴퓨터네트웍개론,정재훈,월16:30-17:45【85613】 수15:00-16:15【85613】【1h(ON)+3h(OFF)[4시간]】,3,2.86,38
전공핵심,SWE3022-42,컴퓨터네트웍개론,염익준,화13:30-14:45【85602】 목12:00-13:15【85602】,3,4.51,72
전공핵심,SWE3022-43,컴퓨터네트웍개론,김영훈,화13:30-14:45【85613】 목12:00-13:15【85613】,3,4.41,64
전공일반,SWE3025-41,정보보호개론,최형기,월13:30-14:45【26312】 수12:00-13:15【26312】,3,3.86,32
전공일반,SWE3051-41,컴퓨터비전개론,허재필,월12:00-13:15【26310】【1.5h(ON)+1.5h(OFF)】,3,4.5,63
전공일반,DES2033-01,디자인프로시저,김백준,목15:00-16:15【61206】 목16:30-17:45【61206】,3,3.83,17
전공핵심/전공일반,ICE3037-42,종합설계프로젝트,양영구,화18:00-19:15【22203】 화19:30-20:45【85731】,3,4.42,48
전공핵심/전공일반,ICE3037-43,종합설계프로젝트,국태용,목18:00-19:15【85731】 목19:30-20:45【85731】,3,3.19,36
전공핵심/전공일반,ICE3037-44,종합설계프로젝트,타메르,화12:00-13:15【26305】 목13:30-14:45【26305】,3,4.5,11
전공핵심,SWE2001-41,시스템프로그램,이호준,화16:30-17:45【26312】 목15:00-16:15【26312】,3,4.25,17
전공핵심,SWE2001-42,시스템프로그램,엄영익,화15:00-16:15【26312】【1.5h(ON)+1.5h(OFF)】,3,4.72,65
전공핵심,SWE2001-43,시스템프로그램,서의성,월15:00-16:15【85602】 수16:30-17:45【85602】,3,4.21,45
실험실습,SWE2021-41,오픈소스소프트웨어실습,박진영,수18:00-18:50【23217】 수19:00-19:50【23217】 수20:00-20:50【23217】 수21:00-21:45【23217】,2,4.53,83
실험실습,SWE2023-41,JAVA프로그래밍실습,타메르,목18:00-18:50【85713】 목19:00-19:50【85713】 목20:00-20:50【85713】 목21:00-21:45【85713】,2,4.63,33
실험실습,SWE2024-41,시스템프로그래밍실습,한환수,화18:00-18:50【85713】 화19:00-19:50【85713】 화20:00-20:50【85713】 화21:00-21:45【85713】,2,3.95,25
실험실습,SWE2024-42,시스템프로그래밍실습,우홍욱,월18:00-18:50【85713】 월19:00-19:50【85713】 월20:00-20:50【85713】 월21:00-21:45【85713】,2,4.35,85
전공핵심,SWE3002-41,소프트웨어공학개론,이은석,금15:00-16:15【85605】【1.5h(ON)+1.5h(OFF)】,3,2.92,34
전공핵심,SWE3002-42,소프트웨어공학개론,차수영,월09:00-10:15【미지정】 수10:30-11:45【미지정】,3,4.04,96
전공핵심,SWE3005-41,컴퓨터구조개론,조형민,월13:30-14:45【330110】 수12:00-13:15【330110】,3,4.78,75
전공핵심,SWE3005-42,컴퓨터구조개론,신동군,수13:30-14:45【330118】【1.5h(ON)+1.5h(OFF)】,3,4.66,67
전공핵심,SWE3005-43,컴퓨터구조개론,민동문,월12:00-13:15【85602】 수13:30-14:45【85602】,3,0,45
실험실습,SWE3047-42,모바일앱프로그래밍실습,김영훈,목18:00-18:50【85602】 목19:00-19:50【85602】 목20:00-20:50【85602】 목21:00-21:45【85602】,2,4.28,55
실험실습,SWE3048-41,웹프로그래밍실습,최형기,월18:00-19:10【26310】 월19:20-20:30【26310】【1h(ON)+3h(OFF)】,2,0,14
실험실습,SWE3048-42,웹프로그래밍실습,김영훈,화18:00-18:50【26515】 화19:00-19:50【26515】 화20:00-20:50【26515】 화21:00-21:45【26515】,2,3.89,79
실험실습,SWE3048-43,웹프로그래밍실습,김영훈,수18:00-18:50【85718】 수19:00-19:50【85718】 수20:00-20:50【85718】 수21:00-21:45【85718】,2,3.89,45
전공핵심,CNT2004-01,창작미디어스튜디오,강혜원,화18:00-19:15【70527】 화19:30-20:45【70527】,3,0,40
전공일반,SPT3073-41,스포츠커뮤니케이션,장원석,목09:00-10:15【05124A】 목10:30-11:45【05124A】,3,4.4,76
전공일반,DES2031-01,크리에이티브디자인,서민수,화15:00-16:15【61202】 화16:30-17:45【61202】,3,4.5,23
전공일반,DES2031-02,크리에이티브디자인,박좌용,수15:00-16:15【61217】 수16:30-17:45【61217】,3,0,17
전공(대학원)/전공,AIM4003-41,자연어처리개론,정윤경,수13:30-14:45【26312】【1.5h(ON)+1.5h(OFF)】,3,0,22
전공일반/전공핵심,CSE3036-41,컴퓨터공학세미나,우홍욱,월15:00-15:50【미지정】 수17:00-17:50【미지정】,1,4.92,80
전공일반/전공핵심,EEE2008-41,신호및시스템,정민영,월09:00-10:15【21534】 수10:30-11:45【21534】,3,3.9,74
전공일반,EEE3011-41,디지털신호처리,전병우,화12:00-13:15【22211】 목13:30-14:45【22211】,3,4.68,54
전공일반,EEE3024-41,제어공학기초,박종구,화16:30-17:45【22211】 목15:00-16:15【22211】,3,4.67,62
전공일반,EEE3032-41,통신시스템,김상효,월12:00-13:15【22111】 수13:30-14:45【22111】,3,4,25
전공일반,EEE3049-41,컴퓨터네트워크개론,신지태,화15:00-16:15【22211】【1.5h(ON)+1.5h(OFF)】,3,3.81,28
전공(대학원)/전공,ESW4007-41,컴파일러와언어원론,한환수,목12:00-13:15【85777】 목13:30-14:45【85777】,3,0,6
전공(대학원)/전공,ESW7002-41,지능형네트워크보안데이터모델링,정재훈,화09:00-10:15【85777】 화10:30-11:45【85777】【1h(ON)+3h(OFF)[4시간]】,3,0,0
전공일반/전공핵심,ICE2001-41,논리회로,박종구,월12:00-13:15【21502】 수13:30-14:45【21502】,3,4.23,70
전공일반/전공핵심,ICE2001-42,논리회로,박준은,목13:30-14:45【22410】【1.5h(ON)+1.5h(OFF)】,3,4.42,73
실험실습,ICE2005-42,논리회로설계실험,국태용,수18:00-18:50【22111】 수19:00-19:50【22203】 수20:00-20:50【22203】 수21:00-21:45【22203】,2,3.5,37
전공일반,ICE3014-41,멀티미디어공학,전병우,월10:30-11:45【22211】 수09:00-10:15【22211】,3,4.75,32
전공일반,ICE3024-41,디지털시스템,임완수,금12:00-13:15【22203】 금13:30-14:45【22203】,3,0,47
실험실습,ICE3029-42,마이크로프로세서실험,전재욱,월18:00-19:10【330102】 월19:20-20:30【330102】【1h(ON)+3h(OFF)】,2,4.21,73
전공일반,ICE3045-41,기계학습개론,박은병,화16:30-17:45【21534】 목15:00-16:15【21534】,3,4.28,69
전공일반,SWE2017-41,산학협력프로젝트1,이주식,수17:00-17:50【26312】,1,0,25
전공일반,SWE2018-41,산학협력프로젝트2,박희선,수17:00-17:50【85712】,1,0,33
전공일반,SWE2025-41,산학협력프로젝트3,정재훈,수17:00-17:50【85613】,1,0,9
전공일반,SWE2026-41,문제해결,조재민,월16:30-17:45【26310】【1.5h(ON)+1.5h(OFF)】,3,4.88,73
전공일반,SWE2027-41,소프트웨어실무프로젝트,김인선,미지정,2,0,20
전공일반,SWE3021-41,멀티코어컴퓨팅,남범석,화12:00-13:15【26312】 목13:30-14:45【26312】,3,4.69,68
전공일반,SWE3028-41,캡스톤설계프로젝트,구형준,금12:00-13:15【26310】 금13:30-14:45【26310】,3,4.35,48
실험실습,SWE3032-41,인공지능프로젝트,박호건,화18:00-18:50【26310】 화19:00-19:50【26310】 화20:00-20:50【26310】 화21:00-21:45【26310】,2,3.55,32
실험실습,SWE3033-41,데이터베이스프로젝트,이종욱,수18:00-19:10【85713】 수19:20-20:30【85713】【1h(ON)+3h(OFF)】,2,4.78,92
전공일반,SWE3050-41,기계학습원론,조재민,월13:30-14:45【330118】【1.5h(ON)+1.5h(OFF)】,3,0,98
전공일반,SWE3053-41,HCI개론,조재민,수10:30-11:45【85613】【1.5h(ON)+1.5h(OFF)】,3,4.78,63
전공일반,SWE3058-41,소프트웨어개발자를위한기술작문및프리젠테이션,구형준,금15:00-16:15【26312】【1.5h(ON)+1.5h(OFF)】,3,4.75,24
전공일반,SWE3059-41,모델링과시뮬레이션,조대호,화10:30-11:45【미지정】 목09:00-10:15【미지정】,3,5,51
전공일반,SWE3060-41,실시간시스템개론,이진규,목10:30-11:45【26312】【1.5h(ON)+1.5h(OFF)】,3,5,55
전공(대학원)/전공,HAI4001-01,양자계산과양자기계학습기초,송준,금09:00-10:15【9B313】 금10:30-11:45【9B313】,3,0,4
전공일반,SPT2021-41,배구,김영준,월15:00-15:50【51307】 월16:00-16:50【51307】,1,5,30
전공일반,SPT2024-41,배드민턴,양서형,목10:00-10:50【05133】 목11:00-11:50【05133】,1,0,27
전공핵심,SPT2031-41,운동역학,엄길호,목15:00-16:15【05124A】【1.5h(ON)+1.5h(OFF)】,3,2.34,47
전공,SPT2040-41,글로벌스포츠이슈,김영준,월12:00-13:15【51306】 수13:30-14:45【51306】,3,2.36,57
전공일반,SPT3004-41,운동처방론,강현식,수09:00-10:15【51306】 수10:30-11:45【51306】,3,3.7,69
전공일반,SPT3056-41,운동학습및심리,이지항,화12:00-13:15【05124A】 목13:30-14:45【05124A】,3,4.71,69
전공일반,SPT3068-41,플로어볼,김세웅,목14:00-14:50【51307】 목15:00-15:50【51307】,1,0,22
전공,SPT3086-41,응용스포츠심리,조희태,목16:30-17:45【05124A】【1.5h(ON)+1.5h(OFF)】,3,4.75,70
전공(대학원)/전공,SPT4004-41,스포츠심리학연구,조희태,월15:00-16:15【05132】 월16:30-17:45【05132】,3,0,2
전공핵심,PHR2009-41,약품미생물학2,이원식,화13:00-13:50【530150】 화14:00-14:50【530150】,2,5,45
전공핵심,PHR2019-41,천연물약품화학,김기현,월09:00-09:50【530150】 월10:00-10:50【530150】 월11:00-11:50【530150】,3,4.33,41
전공핵심,PHR2024-41,예방약학2,이상규,월13:00-13:50【530254】 월14:00-14:50【530254】,2,0,58
실험실습,PHR2031-41,약학실습2,이효종,목13:00-13:50【530127】 목14:00-14:50【530127】 목15:00-15:50【530127】 목16:00-16:50【530127】,1,0,60
전공핵심,PHR2040-41,약품분석학2,이정미,월13:00-13:50【530250】 월14:00-14:50【530250】,2,0,65
전공핵심,PHR3004-41,약물치료학3,박효정,수16:00-16:50【530254】 수17:00-17:50【530254】 수18:00-18:50【530254】,3,0,62
실험실습,PHR3009-41,약학실습3,이효종,목13:00-13:50【미지정】 목14:00-14:50【미지정】 목15:00-15:50【미지정】 목16:00-16:50【미지정】,1,0,47
실험실습,PHR3013-41,약학실습7,이효종,목13:00-13:50【미지정】 목14:00-14:50【미지정】 목15:00-15:50【미지정】 목16:00-16:50【미지정】,1,0,57
전공핵심,PHR3071-41,약물치료학4,이정,월13:00-13:50【530154】 월14:00-14:50【530154】,2,0,61
전공일반,PHR3120-41,약물작용기초이론,이소아,수19:00-19:50【530150】 수20:00-20:50【530150】 수21:00-21:45【530150】,3,0,1
전공핵심,PHR3122-41,약학실무실습1,이정,월20:00-20:50【미지정】 월21:00-21:45【미지정】 월21:45-22:30【미지정】 월22:30-23:15【미지정】,4,0,1
전공핵심,PHR3123-41,약학실무실습2,이정,수19:00-19:50【미지정】 수20:00-20:50【미지정】 수21:00-21:45【미지정】 수21:45-22:30【미지정】,4,0,1
전공일반,PHR3146-41,오믹스학개론,이상규,화13:00-13:50【530254】 화14:00-14:50【530254】,2,0,21
전공일반,PHR3148-41,비임상시험개론,이효종,화15:00-15:50【530254】 화16:00-16:50【530254】,2,0,43
전공핵심,PHR3151-41,병태생리학2,이효종,목10:00-10:50【530150】 목11:00-11:50【530150】,2,0,44
전공핵심,PHR3152-41,바이오로직스,정상전,월13:00-13:50【530150】 월14:00-14:50【530150】 월15:00-15:50【530150】,3,0,44
전공일반,PHR3154-41,정밀약학,이소아,목19:00-19:50【530254】 목20:00-20:50【530254】 목21:00-21:45【530254】,3,0,1
전공일반,PHR3156-41,약물타겟론,정가영,금09:00-09:50【530154】 금10:00-10:50【530154】 금11:00-11:50【530154】,3,0,64
전공핵심,ART2054-01,심화드로잉,손동현,수09:00-10:15【61109】 수10:30-11:45【61109】,3,0,11
전공핵심,ART2054-02,심화드로잉,박미나,화09:00-10:15【61109】 화10:30-11:45【61109】,3,0,20
전공일반,DES2008-01,입체조형,박선영,화09:00-10:15【61202】 화10:30-11:45【61202】,3,4.43,7
전공일반,DES2008-02,입체조형,박선영,수12:00-13:15【61206】 수13:30-14:45【61206】,3,4.43,12
전공일반,DES2020-02,디자인워크숍1,정수경,목15:00-15:50【61209】 목16:00-16:50【61209】【1h(ON)+2h(OFF)】,3,0,3
전공일반,DES2022-01,디지털디자인스튜디오2,박지유,수15:00-15:50【61218】 수16:00-16:50【61218】【1h(ON)+2h(OFF)】,3,0,20
전공일반,DES2022-02,디지털디자인스튜디오2,박선영,목15:00-16:15【61218】 목16:30-17:45【61218】,3,5,12
전공일반,DES2025-01,디자인마케팅론,강도은,화15:00-15:50【61218】 화16:00-16:50【61218】,2,4.33,24
전공일반,DES2026-01,포토＆커뮤니케이션,권택주,월12:00-13:15【61206】 월13:30-14:45【61206】,3,3.5,14
전공일반,DES2026-02,포토＆커뮤니케이션,황선영,수12:00-13:15【61218】 수13:30-14:45【61218】,3,4.28,9
전공일반,DES2028-02,표현과재료2,윤세환,월12:00-13:15【61209】 월13:30-14:45【61209】,3,4,11
전공일반,DES2037-01,크리에이티브일러스트레이션,전혜진,월12:00-13:15【61202】 월13:30-14:45【61202】,3,0,21
전공일반,DES2039-01,아트앤디자인스튜디오,조영주,수12:00-13:15【61217】 수13:30-14:45【61217】,3,0,18
전공핵심,DES3021-01,공간디자인2,김태강,월15:00-16:15【61209】 월16:30-17:45【61209】,3,0,7
전공일반,DES3040-01,프로페셔날종합설계프로젝트,구자준,화15:00-16:15【61219】 화16:30-17:45【61219】,3,5,18
전공일반,DES3041-01,졸업작품캡스톤디자인,박선영,목09:00-10:15【61219】 목10:30-11:45【61219】,3,5,13
전공일반,DES3041-02,졸업작품캡스톤디자인,정지숙,월15:00-16:15【61217】 월16:30-17:45【61217】,3,5,10
전공핵심,DES3046-01,UXUI디자인2,박유진,목09:00-10:15【61206】 목10:30-11:45【61206】,3,5,7
전공핵심,DES3048-01,디자인앤포트폴리오,이준서,수15:00-16:15【61219】 수16:30-17:45【61219】,3,0,12
전공핵심,DES3048-02,디자인앤포트폴리오,윤세환,수12:00-13:15【61209】 수13:30-14:45【61209】,3,0,10
전공핵심,DES3049-01,아트패브릭앤테크놀로지,정우영,월12:00-13:15【61217】 월13:30-14:45【61217】,3,0,9
전공핵심,DES3050-01,텍스타일프린팅스튜디오,윤세환,화12:00-13:15【61217】 화13:30-14:45【61217】,3,0,13
전공핵심,FDM3034-01,패션마케팅,최동은,월10:30-11:45【62805】 수09:00-10:15【62805】,3,0,30
전공일반,SOA3004-01,예술창업캡스톤디자인,최동은,화15:00-16:15【62705】 화16:30-17:45【62705】,3,5,25
전공핵심,ART3055-01,퍼포먼스와융복합미술,조영주,화12:00-13:15【61103】 화13:30-14:45【61103】,3,0,18
전공일반,SKD2044-01,무용교수학습방법,김현주,금11:00-11:50【62701】 금12:00-12:50【62701】,2,2.8,14
전공핵심,SKD2052-01,발레역사연구,김윤선,월10:30-11:45【62701】【0.5h(ON)+1.5h(OFF)】,2,5,21
전공핵심,SKD2060-01,발레테크닉1,김윤수,화11:00-11:50【62202】 화12:00-12:50【62202】,2,0,13
전공핵심,SKD2061-01,발레부전공1B,이영주,목15:00-15:50【62201】 목16:00-16:50【62201】,2,0,24
전공핵심,SKD2062-01,발레테크닉2B,김수혜,목09:00-09:50【62201】 목10:00-10:50【62201】,2,0,14
전공일반,SKD2063-01,발레바리에이션2,김윤선,월13:00-13:50【62201】 월14:00-14:50【62201】,2,0,13
전공핵심,SKD2065-01,한국무용테크닉1,김옥순,월15:00-15:50【62202】 월16:00-16:50【62202】,2,0,15
전공핵심,SKD2066-01,한국무용부전공1B,양지현,수13:00-13:50【62201】 수14:00-14:50【62201】,2,5,22
전공핵심,SKD2067-01,한국무용테크닉2B,김태훈,월13:00-13:50【62202】 월14:00-14:50【62202】,2,0,13
전공일반,SKD2068-01,한국무용레퍼토리2,송영인,목15:00-15:50【62202】 목16:00-16:50【62202】,2,0,12
전공일반,SKD3042-01,무용부상의예방과재활,김수혜,수09:00-09:50【62201】 수10:00-10:50【62201】,2,0,29
전공일반,SKD3049-01,문화예술교육현장의이해와실습,주현아,금15:00-15:50【62701】 금16:00-16:50【62701】,2,4.67,12
전공일반,SKD3054-01,한국무용테크닉3B,양지현,수11:00-11:50【62202】 수12:00-12:50【62202】,2,0,15
전공일반,SKD3055-01,한국무용레퍼토리3,강경수,월11:00-11:50【62201】 월12:00-12:50【62201】,2,0,14
전공일반,SKD3063-01,컨템포러리댄스테크닉3B,김건중,월09:00-09:50【62201】 월10:00-10:50【62201】,2,0,6
전공일반,SKD3064-01,발레테크닉3B,장수진,화13:00-13:50【62202】 화14:00-14:50【62202】,2,0,14
전공일반,SKD3065-01,발레바리에이션3,서고은,수13:00-13:50【62202】 수14:00-14:50【62202】,2,0,13
전공일반,SKD3067-01,컨템포러리댄스레퍼토리3,이지영,화13:00-13:50【62201】 화14:00-14:50【62201】,2,0,10
전공핵심,SKD3069-01,캡스톤디자인한국무용프로젝트,김태훈,월15:00-16:15【62201】 월16:30-17:45【62201】,3,0,14
전공핵심,SKD3070-01,캡스톤디자인발레프로젝트,서고은,화09:00-10:15【62201】 화10:30-11:45【62201】,3,0,15
전공(대학원)/전공,SKD4002-01,무용/움직임분석법,김재리,수09:00-09:50【62202】 수10:00-10:50【62202】,2,0,6
전공(대학원)/전공,SKD4003-01,무용평론,이영주,목11:00-11:50【62701】 목12:00-12:50【62701】,2,0,12
전공(대학원)/전공,SKD4004-01,댄스리터러시,김수인,목13:00-13:50【62701】 목14:00-14:50【62701】,2,5,13
전공일반,ART2006-01,발상과표현2,지민석,수15:00-16:15【61106】 수16:30-17:45【61106】,3,0,9
전공핵심,ART2032-01,한국미술사2,조수진,금12:00-13:15【62603】 금13:30-14:45【62603】,3,5,20
전공핵심,ART2039-01,수묵기법2,마동원,화15:00-16:15【61109】 화16:30-17:45【61109】,3,0,6
전공핵심,ART2041-01,스튜디오아트2,김용원,월15:00-16:15【61106】 월16:30-17:45【61106】,3,5,15
전공핵심,ART2041-02,스튜디오아트2,박경진,금15:00-16:15【61102】 금16:30-17:45【61102】,3,0,13
전공일반,ART2042-01,디지털3D조형,임도원,목15:00-16:15【61414】 목16:30-17:45【61414】,3,0,16
전공핵심,ART2045-01,한국화재료기법,김민,목12:00-13:15【61103】 목13:30-14:45【61103】,3,0,13
전공일반,ART2052-01,심화입체조형,이동훈,목12:00-13:15【61101】 목13:30-14:45【61101】,3,0,12
전공핵심,ART2060-01,설치미술과공간,김동희,화12:00-13:15【61109】 화13:30-14:45【61109】,3,0,12
전공일반,ART2061-01,동아시아의미술,김지영,금15:00-16:15【62704】 금16:30-17:45【62704】,3,0,10
전공핵심,ART3041-01,졸업작품연구2,신학,목15:00-16:15【61108】 목16:30-17:45【61108】,3,0,8
전공일반,ART3046-01,현대작가론2,장승연,월12:00-13:15【62701】 월13:30-14:45【62701】,3,0,11
전공핵심,ART3049-01,스튜디오아트4,신학,수12:00-13:15【61105】 수13:30-14:45【61105】,3,5,11
전공핵심,ART3051-01,스튜디오아트6,송창애,수15:00-16:15【61108】 수16:30-17:45【61108】,3,0,9
전공핵심,ART3051-02,스튜디오아트6,이민선,화12:00-13:15【61107】 화13:30-14:45【61107】,3,0,13
전공핵심,ART3052-01,아트라이팅,오혜진,수12:00-13:15【62704】 수13:30-14:45【62704】,3,0,19
전공핵심,ART3054-01,아트리서치,정은영,목12:00-13:15【62704】 목13:30-14:45【62704】,3,5,7
전공일반,ART3061-01,융합캡스톤디자인아트아카이브,손동현,금12:00-13:15【61706】 금13:30-14:45【61706】,3,0,12
전공핵심,FTM2006-01,촬영기초2,함신지,수12:00-13:15【61602】 수13:30-14:45【61602】,3,4,27
전공핵심,FTM2006-02,촬영기초2,함신지,수15:00-16:15【61602】 수16:30-17:45【61602】,3,4,20
전공핵심,FTM2006-04,촬영기초2,진빛남,수15:00-16:15【61415】 수16:30-17:45【61415】,3,0,30
전공일반,FTM2067-01,캐릭터애니메이션,이우진,수18:00-19:15【62603】 수19:30-20:45【62603】,3,4.62,26
전공일반,FTM2067-02,캐릭터애니메이션,이우진,목18:00-19:15【62805】 목19:30-20:45【62805】,3,4.62,20
전공일반,FTM3060-01,애니메이션연출,이형기,월18:00-19:15【62705】 월19:30-20:45【62705】,3,3.13,6
전공핵심,DAT2033-01,스피치,양종욱,목12:00-13:15【62101】 목13:30-14:45【62101】,3,0,30
전공핵심,DAT2035-01,무브먼트2,김현희,화12:00-13:15【62101】 화13:30-14:45【62101】,3,0,21
전공핵심,DAT2051-01,메소드연기,문현정,월15:00-16:15【62101】 월16:30-17:45【62101】,3,5,18
전공일반,DAT2052-01,에쭈드,김현희,월15:00-16:15【62102】 월16:30-17:45【62102】,3,0,21
전공핵심,DAT2054-01,영화의이해,진빛남,화12:00-13:15【62701】 화13:30-14:45【62701】,3,5,13
전공일반,DAT2059-01,빛과그림자,신재희,목12:00-13:15【62102】 목13:30-14:45【62102】,3,0,9
전공핵심,DAT2065-01,희곡작법,윤성호,화15:00-16:15【61803】 화16:30-17:45【61803】,3,0,17
전공일반,DAT3055-01,중급영화제작실습,윤재호,수15:00-16:15【62701】 수16:30-17:45【62701】,3,0,21
전공일반,DAT3066-01,뮤지컬워크숍,이한밀,금15:00-16:15【62401】 금16:30-17:45【62401】,3,0,25
전공일반,DAT3067-01,무대디자인과제작,이유정,금12:00-13:15【61414】 금13:30-14:45【61414】,3,0,18
전공일반,DAT3072-01,카메라연기,안지은,화12:00-13:15【61414】 화13:30-14:45【61414】,3,0,18
전공일반,DAT3073-01,현장연기실습,조한철,월12:00-13:15【62101】 월13:30-14:45【62101】,3,0,30
전공(대학원)/전공,DAT4003-01,현대공연예술미학,남지수,화12:00-13:15【62704】 화13:30-14:45【62704】,3,5,7
전공(대학원)/전공,DAT4005-01,픽션논픽션워크숍,윤재호,화15:00-16:15【61414】 화16:30-17:45【61414】,3,0,2
전공핵심,FTM2001-01,영상학원론,안상혁,월12:00-13:15【61602】 월13:30-14:45【61602】,3,3.18,50
전공일반,FTM2045-01,시나리오워크숍2,김성태,화15:00-16:15【61605】 화16:30-17:45【61605】,3,4,32
전공일반,FTM2045-02,시나리오워크숍2,진빛남,목15:00-16:15【61415】 목16:30-17:45【61415】,3,0,23
전공핵심,FTM2069-01,미디어스터디,안성천,금12:00-13:15【61415】 금13:30-14:45【61415】,3,3,22
전공핵심,FTM2071-02,영상편집기초,문성환,목09:00-10:15【61415】 목10:30-11:45【61415】,2,0,44
전공일반,FTM3035-01,모션그래픽워크숍,현대진,화15:00-16:15【61314】 화16:30-17:45【61314】,3,4.67,23
전공일반,FTM3039-01,실험영상워크숍,앙트완코폴라,금15:00-16:15【61314】 금16:30-17:45【61314】,3,4.67,31
전공핵심,FTM3043-01,CF워크숍,임재성,목18:00-19:15【61415】 목19:30-20:45【61415】,3,5,32
전공일반,FTM3048-01,영상스토리텔링2,박광춘,수09:00-10:15【61314】 수10:30-11:45【61314】,3,4,21
전공일반,FTM3048-02,영상스토리텔링2,박광춘,수12:00-13:15【61314】 수13:30-14:45【61314】,3,4,41
전공일반,FTM3054-01,다큐멘터리워크숍,김태희,목15:00-16:15【62603】 목16:30-17:45【62603】,3,4.33,36
전공일반,FTM3073-01,TV드라마워크숍,김신혜,목15:00-16:15【62701】 목16:30-17:45【62701】,3,3.33,21
전공일반,FTM3093-01,캡스톤디자인졸업작품워크숍Ⅱ,현대진,화09:00-10:15【61415】 화10:30-11:45【61415】,3,5,22
전공일반,FTM3093-02,캡스톤디자인졸업작품워크숍Ⅱ,박광춘,화09:00-10:15【61707】 화10:30-11:45【61707】,3,5,10
전공일반,FTM3093-03,캡스톤디자인졸업작품워크숍Ⅱ,변혁,수09:00-10:15【61415】 수10:30-11:45【61415】,3,0,29
전공일반,FTM3093-05,캡스톤디자인졸업작품워크숍Ⅱ,박광춘,화12:00-13:15【61707】 화13:30-14:45【61707】,3,5,11
전공핵심,FTM3097-01,캡스톤게임워크샵,안기진,화18:00-19:15【61415】 화19:30-20:45【61415】,3,1,25
전공(대학원)/전공,FTM4027-01,감독론,앙트완코폴라,수15:00-16:15【61314】 수16:30-17:45【61314】,3,0,8
전공일반,FDM2004-01,패션과문화,김정미,화10:30-11:45【62805】 목09:00-10:15【62805】,3,4.22,30
전공일반,FDM2011-01,패션소재기획,예민희,월15:00-16:15【61803】 월16:30-17:45【61803】,3,0,25
전공핵심,FDM2020-02,기초한복구성,김진홍,금15:00-16:15【62901】 금16:30-17:45【62901】,3,5,24
전공일반,FDM2024-01,고급의복구성,조경숙,월12:00-13:15【62901】【1.5h(ON)+1.5h(OFF)】,3,4,16
전공일반,FDM2026-01,니트디자인,전희상,금12:00-13:15【62904】 금13:30-14:45【62904】,3,3.55,18
전공핵심,FDM2027-01,패션스타일링,임은혁,화15:00-16:15【50319】 화16:30-17:45【50319】,3,0,35
전공일반,FDM2081-01,3D패션디자인씽킹,서유라,목13:00-13:50【62804】 목14:00-14:50【62804】【1h(ON)+2h(OFF)】,3,4.39,21
